reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A233QZFOS97W6B,B00020BFSE,"Alan Shepard ""Shepdawg""","[6, 6]","I have many pairs of shoe trees, and I like this style the best. They are spring loaded, which keeps pressure against the leather. This allows the sweat moistened leather to form back into shape, and prevents unsightly creases at the toe of the shoe. I use this specific pair on my Allen Edmonds Park Avenues, and they work just fine. I am a size 10.5/11, and the sizing chart was true to size.",5,Keeps my expensive shoes looking great,1329523200,2012-02-18 00:00:00
AT7T0CPPCNRA1,B0001ZNZJM,"K_toku ""Kris""","[0, 0]","I bought these for my husband who was frustrated with his cotton boxer briefs during long runs and workouts. He reported that these wick moisture very well and is extremely happy. We wash these with our dry fit clothes using penguin wash and hang dry them so that they hold up longer. They truly do dry quickly, so I'm sure they will be fantstic for travelling. They appear to be made very well - quality product. I'll update this again if we find otherwise. He has 4 pairs, so we'll see. Also, these do appear to run true to size.",5,Great for active males,1329523200,2012-02-18 00:00:00
A180RWQOFFDAEE,B00022JPNE,Snap,"[0, 0]","The sizing is off.  These pants are much larger than specified.  The quality is great, though. Wish they had fit! I'll try again.",5,way too big,1329609600,2012-02-19 00:00:00
AJB9TGSG4NMIA,B00024EK0U,DinDada,"[2, 3]","Bought this as Valentine's Day gift for my wife. Fabric is lacy and comfortable and looks great on her. Can be worn under spring/summer attire, or so I'm encouraging. Love they way the breasts seem to say hello through the material. ;-) Overall, very happy with purchase, will buy black or pink next time.",5,Hello,1329782400,2012-02-21 00:00:00
A3B1360JOYS0GJ,B0000ANHST,AccioFirebolt,"[1, 1]","I have found a new favorite brand! It's so difficult to find clothes that fit when you're big and tall (tall, dark and handsome if I do say so myself). I usually wear the same clothes every year until they wear out but now I have bought a new wardrobe, basically. I've spent $500 or so on Carhartt clothes in the past few months and I don't regret it. I wish they would make sweat pants!These are very thick material, really nice design. I don't mind the big logos like some people--I like how it adds extra color and style. These will last me for years, no doubt about it.Also, these are made very loose. I would say 1 size larger than most cheaper clothes. If I wear one of those generic clothes (which I don't mind wearing btw) I usually have to order like a 5X because they are so small. I definatley like a loose fit so it suits me perfectly. However, if you like your clothes to have a classic, tighter fit I would order a size smaller. Their hoodies are pretty true to size but their long and short sleeve tees I would for sure buy a size smaller.So yeah, these are way more expensive than I normally pay. There are t-shirts I can buy at the mall 5 for $20 but they have literally started falling apart just after one summer. So it's worth it to buy these because I know they will last.Awesome brand! If you're not sure then go ahead and buy it because I don't think you will be disappointed.",5,"High quality, loose fit, and I love the pocket",1329868800,2012-02-22 00:00:00
A16CBDQH44LK3P,B0000ASFQL,"Ethosian ""You never have to wait for anything...","[1, 2]","I wear a 34 waist in everything, so it seems like a 36 coverall ought to give me adequate room, but I have to take my wallet out to wiggle into these coveralls.  Maybe this is my mistake for not checking the size in the store before buying from Amazon.That said, Carhartt makes legendary work clothes, as durable as they come, and these are no exception.  I wear them on my Harley riding to work at 5:30 in the morning and my legs are nice and toasty.",5,"Great product as always - but beware, they run a bit tight",1330300800,2012-02-27 00:00:00
AKCE45BIKY68E,B00008ID0L,Bear,"[1, 1]","The quality is good.  The fabric is soft, and this is a very very nice cut.Definitely will buy them again.bought this from amazon at a way better price than a retail store.",5,Very Comfy!!,1330300800,2012-02-27 00:00:00
A17ILGFDM0LJU4,B000086Q9O,annakay17,"[0, 0]","We received these shoes as a gift, and I'm actually ordering a larger size for my daughter now.  I love these shoes!  They're so adorable, and we constantly receive compliments on how cute they are.  My daughter has been ""standing"" since she was about a month old, and she's actually started to wear out the bottoms from pushing herself along when she's in her walker.  Even so, I'm really quite pleased with the construction and materials.  They're very easy to slip on wiggly feet, too.  These have become my go-to gift for expectant moms with a baby girl on the way.",5,So many compliments!,1330473600,2012-02-29 00:00:00
AP3POU60V3IKJ,B00020BFSE,"SIR GARF ""SLG""","[0, 0]",I bought them to keep my golf shoes from getting all crumpled up and bent after wear than storage between games. These are well made trees.,5,Shoe Care,1325548800,2012-03-01 00:00:00
A2TFXUDMXZGA4I,B0000B35D9,Smartbuyer,"[2, 2]","These earrings are exactly as described and are very good quality at a reasonable price.  The catch is firm (only had them a week - hope that's still true a year from now!), which is important because I've been known to lose hoops.",5,Very nice quality,1325548800,2012-03-01 00:00:00
AMVC9WTXYKNJ1,B0000722HK,"J. Edgar Mihelic ""Skyscraper""","[0, 0]","I fell in love with Under Armour's products four years ago, and that hasn't changed.They were still a niche brand then, on the edge of coming into their own as a major brand in the marketplace.These shirts and their whole line of ...Gear products are the reason why. They had a quality product before the image was built.I stayed away at first, not thinking that an undershirt could be worth the twenty-five clams. I tried some of the competitors first, but a friend of mine was such an advocate I had to try at least one. I'm glad I did. The HeatGear material is perfect. It is firm enough that it does it job in compression -- for me, that means keeping my jiggly bits in place when I work out -- but it is not too tight or thick.I have both the sleeveless and the sleeved version. I like the sleeveless version for working out, because it helps your range of motion with your arms. The sleeved version is nice as an undershirt, but the only problem in that context is that they place their logo on the chest with a high contrast so it shines through the outer shirt. UA has started to offer a sleeved ""Tactical"" version of the shirt, which I might buy one or two, but the color choices are limited.They do what they advertise; the material spreads the sweat out and it evaporates faster than cotton.  The hold you in place.  You are not as hot as some may be while working hard.  You are armoured.These are entirely worth the money, and I recommend that you buy a half-dozen or so as soon as you can.",5,You are armoured,1330732800,2012-03-03 00:00:00
A3KCETSIJNOK56,B0000ANHST,"Amodeus1971 ""Amodeus1971""","[0, 0]","Carhartt shirts and Dickies jeans have always been my favorites for comfort and durability at a price that is great for the quality and durability. I live, play, work and will probably die in a Carhartt.",5,lifelong favorites for quality clothing at a reasonable price,1341273600,2012-03-07 00:00:00
A23IH7LWXYTC93,B0001YRAT4,tjm599,"[0, 0]","This is the 2nd time I've ordered this product for a friend. She likes the overall quality and price of the products. Items arrived exactly as requested, service excellent.",5,Just my size!,1346630400,2012-03-09 00:00:00
A3FDAM8A4R0A3J,B0001ZNZF6,"Amazon Customer ""John""","[0, 0]","I have had a few pair of these boxer briefs, or as they should be called: ""Technical primary layer garments"". These are the real deal.  I have used them backpacking, kayaking, and traveling.  In wet conditions and sweaty hot weather these undies have worked great.  They dry fast and wick moisture.  On a trip I have washed them at night, hung them in the hotel room bathroom, and they were dry and ready the next morning.",5,Hi Tech Undies.,1354492800,2012-03-12 00:00:00
A3HY330W94JPUQ,B000051SEN,Christian B. Cuyno,"[0, 0]","I don't know how many vector series watches I have bought. It is the basic Suunto model but it has everything that I need, not only for everyday use but for my job in the military.",5,Favorite military watch.,1354492800,2012-03-12 00:00:00
A3HY330W94JPUQ,B0000C321X,Christian B. Cuyno,"[0, 0]","I have being wearing 501s since I can remember. They are sturdy, last forever and will always be fashionable, well at least thats what I think.",5,Best jeans ever.,1354492800,2012-03-12 00:00:00
A17N3RT58ZANUF,B000147990,sweetgwendoline,"[21, 22]","While I am a big fan of vintage foundation garments this is my first long leg panty girdle. I typically prefer either an open bottom girdle or panty girdle which I wear with gartered stockings. However, I started looking for a girdle that would provide me with some thigh control as well as addressing my other problem areas. I was a bit skeptical at finding a long leg girdle that would fulfill my needs and still be comfortable and feminine. I am a fan of some of Rago's foundation garments and came across the Rago High Waist Long Leg Shaper Girdle and decided to give it a try based on it's feminine look and my luck with past Rago purchases.It actually fit and looked better on me than I thought it would. I find that it does a great job of addressing my trouble spots and makes my clothes look better on me. It also helps in improving my posture and gives me a more feminine look. My job requires me to spend a lot of time sitting so comfort and posture control are very important. The lace is soft and doesn't bind and I also find the split crotch a very convenient feature. Another plus is that I can wear this girdle without worrying about the legs rolling up if I am not wearing stockings.While the medium fits me well, it can be a bit challenging to get it on. I sometimes use some powder to help it slide up.This girdle is definitely not going to be for all of you girls, but if you're looking for something that you can comfortably wear for long periods of time and that has strong midsection and thigh control as well as aid in improving your posture then you should consider giving this girdle a try.",5,Surprisingly Sexy Long Leg Panty Girdle,1331683200,2012-03-14 00:00:00
A3IHX99Z9OK2Y9,B0001VNCJ4,Gulfcoast,"[3, 3]","If your looking for a nice man purse this one is very nice, wished the small front pocket would have had velcro to keep it closed but all in all it works very well.",5,Man purse,1331769600,2012-03-15 00:00:00
A30TT7GTLNU9UG,B0000TII3C,"John P. Healy ""zentojazz""","[0, 0]","Very nice Timex watch with comfortable expansion band which is a little tight for my small wrist(7 inch) but not too tight and is easy to remove and put back on. The best thing I like is the easy to read dial and the indiglo light to read in dark. Just push stem button in and lights up nicely in dark.It looks like the band is gold plated though it does not mention. As for the day and month setting,I just can not get the stem in right position for that feature,I am not interested in the month and day setting,but would be nice if easier to use.I like the 10 year battery as the instructions state,I remember not too long ago having to get new battery about once a year.Another good watch at a good price that looks more expensive than it cost from Timex. I do recommend this Timex watch with the minor points I mentioned.A very readable timepiece to tell the time with and that's what counts.",5,Nice Timex Watch,1331856000,2012-03-16 00:00:00
A1QMJBMMEDO0RM,B0000ANHST,"Tim H ""Tim""","[0, 0]",these are the only shirts I wear. they hold up like iron and feel nice. great price here too. they do not shrink too much at all which helps choosing the correct size.,5,gvreta shirts,1331942400,2012-03-17 00:00:00
A3N3Q0SEFYQ72X,B0000ZBSGU,DaisyinHarbor,"[0, 1]","The bra came promptly, fits true to size, wears beautifully, and will surely last as long as my other Wacoal pieces that still look great after years of use.",5,Wacoal lives up to its reputation again,1332028800,2012-03-18 00:00:00
AWSZ8DMGDCEK,B0001475WG,"Robert ""Robert""","[2, 4]","My Rago waist cincher is really nice to wear - does notride up, roll down or show. the garters hold my stockingsand i wear nyon panties under. I just do not have that""girdled look"".",5,Rago Waist Cincher works,1332633600,2012-03-25 00:00:00
A3RWDDUKUDSL5X,B0000TIJ4U,Markis,"[0, 0]","Great Watch... I am on my 2nd one. My first watch is still working and keeping excellent time on my friends ATV handle bars. lol  I replaced the Band twice and bought a new one simply cause it started to not look so nice. It took the licking and kept on ticking for years with the original battery. Just too banged up to be presentable. So before the 3rd band wore out, and the battery failed... I decided to just buy a new one here. In a nutshell, Great watch... Easy to use... and a great price on Amazon.Mark from CANADA!",5,Great Watch,1332892800,2012-03-28 00:00:00
AH1WO4RD371X,B0000891IO,P. Graham,"[8, 10]","The stockings are great.  The color itself isn't really ""barely there,"" though. It's more of a sheer dark tan versus a natural color.  Just fyi.  I'll order another color to get what I'm actually looking for.",5,"Darker than pic looks, though",1332979200,2012-03-29 00:00:00
A2A6FAOOXE68TJ,B0001H0BLA,"Laura Vergeront ""backpacker""","[3, 4]","Hanky Panky Signature Lace is the best panty I have ever worn.  You can put in the washing machine and nothing bad happens to the material they don't wear out either, lasts a long time.  One size fits all is really true believe it or not the thong is very comfortable I wear it under my gym clothes and hiking clothes.",5,One size fits all perfectly,1325635200,2012-04-01 00:00:00
AT9BKXNH1DL00,B0000ATP8L,Conan I. Whalen Mckain,"[0, 0]",I ordered these because of the quality of the Rockport shoe.  I have a wide foot with a sliding arch.  This means that in a nike I can be anywhere from a 15-16 shoe.  The Rockports provide a perfect fit for my foot which is a wide 14.  This is a very comfortable shoe and really gives the support that I have come to expect from a Rockport.,5,Excellent Shoe,1325635200,2012-04-01 00:00:00
A2WS6CGNMDE2K9,B00023JPMO,Dave,"[0, 0]",I am very pleased with this purchase. The necklace is very sparkly and looks & feels very nice. Looks great on my wife. She loves it.,5,Great buy.,1328313600,2012-04-02 00:00:00
A23DGRCYD5XDLZ,B0001VWSFS,Deborah D. Conicelli,"[0, 0]","This Sun Visor is well made, yet soft to the touch.  The Light Blue color is very pretty.  It fits perfectly on your forehead and keeps the sun off your face.  I bought it for a trip to Florida with my family. It is priced reasonably, I am very pleased with this purchase.  It arrived on time and was securely packaged.",5,GREAT LOOKING SUN VISOR,1333497600,2012-04-04 00:00:00
A33U4CWRJT22PN,B00006XXGO,MMF,"[0, 0]",Got (the white) these for my 7 year old he loves them...they are realy cute and they fit him realy nice...Shoe is 100% and he says they are very comfortable,5,REALY NICE,1336089600,2012-04-05 00:00:00
A31GHCM0DGPK4K,B0000ATP8L,"rsrandr ""rsrandr""","[0, 1]","I ordered these for my husband to replace a pair of the same shoes.  He says they are comfortable, have good support and walk well.  They seem to be true to size.  He hopes to get at much wear from this pair as the last ones.  These look good with jeans or casual pants, could probably pull off with a suit as well.  They seem to be good quality, I guess time will tell though.",5,Hubby likes!,1336089600,2012-04-05 00:00:00
A22WPPH9H54JL,B0000ZSJ9E,Victoria,"[11, 13]","My husband suffers from lymphedema. He had been wearing the dress socks for some years, but found that the band was digging at the top of his leg, as his condition exacerbated. Some months ago, he tried a pair of the athletic socks. He says that they are much more comfortable,  and easier to put on than the other socks. In the same size as the other socks, he finds that these do not bind at the top. He just ordered another half dozen pair.",5,Does what it is supposed to do/looks great.,1338768000,2012-04-06 00:00:00
A38LYJ7NQ65G5L,B0000DYNJ3,NP Diver,"[0, 0]","Excellent bag for your weights.  The handles go all the way around the bag, making this a very strong and  excellent quality bag. I have presently stored 30 pounds of soft weights in it without any problems.  Great product!!",5,Good product!!,1341360000,2012-04-07 00:00:00
A3QMBPOM0FSBCC,B0000ANHST,R W I,"[0, 0]","Perfect fit, doesn't shrink much. Fabric a little too heavy for really hot days, but overall still a great t-shirt.",5,Love these t-shirts!!!,1341360000,2012-04-07 00:00:00
A1JKNP4BG4ZZ35,B00004SR9P,Taeio Teague,"[2, 2]","We got several of these before our overseas (by plane) trip.  They came in very handy for stacking the bags and luggage we had to manhandle through customs, airports, into taxis & B & Bs, etc.  They were very easy to use & sturdy, and I recommend every traveler carry a couple for unexpected needs (to bind more than one thing together for easy carrying).  I used one every day in the rental car to hang my bags on (hung it from the head rest) so items didn't get tossed and lost.",5,Luggage Straps -- Add-A-Bag,1344038400,2012-04-08 00:00:00
A3CFLH4J4HQQCW,B00014861K,"Kat Lanz ""PickyGirl""","[2, 2]","I am a big fan of Fantasie bras, and this one is exceptionally pretty, well-made AND supportive.  It's also very sexy and with the matching panties, just the sort of lingerie I hope to be wearing should I end up in an ambulance or the hospital (I've been told they really DO check out the underwear by two reliable sources.)  If you're larger busted and not typically a fan of the balcony style, take a chance on this bra and I have a feeling you'll be happy with your purchase.",5,LOVE this bra!,1344038400,2012-04-08 00:00:00
A1UHG3U3XTM8R3,B0000TIIH8,soundman,"[0, 0]","Big Bold Basic Beautyful , Very eazy to read ,Reliabl,Durable Great style ,you can't go wrong.This is my 2nd TIMEX from Amazon.With such a vast choice of styles to choose from I've narrowed this one amongst my favorites.",5,Big Bold Basic & Beautyful,1344038400,2012-04-08 00:00:00
AQWDQ4GPE0JK5,B00022RGTY,"Terri ""TAA""","[0, 0]",I have not taken this item off since receiving it..I get compliments about it always...Love..Highly recommend..for the price as well.,5,Love,1349308800,2012-04-10 00:00:00
A3OQBRME49RQJR,B0000867AN,Nana Mommy,"[0, 0]",I have bought Shadowline long gowns for several years. I love the colorsthey are so comfortable and last for a long time. Own almost all the colors.THEY ARE WONDERFUL AND BEAUTIFUL,5,Love the purple,1351987200,2012-04-11 00:00:00
A9EACU9ZQNF35,B0000ZBSGU,HerZ,"[2, 2]","This is a wonderful style bra. I have worn them for years and they do eventually wear out and I order another drawerful.I even sleep in one. They 're that comfortable. I have a size 32 frame but need the D cup ( and this is a very difficult size to locate. I can rarely find them in stores any more.)  So Amazon saves the day for me again! It is so supportive that you could wear it any time from dressing up or to wear under your gym outfits. However, if I was going to be running, a compression bra might be a better choice...I started wearing this style front hook when I had had a hand surgery and couldn't use a back hook ...and never went back to it.",5,Wacoal Front-Closure T-Back Bra,1354579200,2012-04-12 00:00:00
A3N5D97B4Q148X,B0001455AU,"Reader Extraordinaire ""written word lover""","[1, 1]","This is one underwired bra that I would purchase for as long as it is on the market.  I would prefer more options for buying, i.e. vendors, color and sales.  It is comfortable, adjustable and retains it's shape longer than others I have purchased.  The only drawback is that the underwire pokes through the fabric after several months.",5,Enchanted,1334534400,2012-04-16 00:00:00
A2NAZ6EX7YIA7N,B00018TMDC,G0NZ0,"[0, 0]","These T shirts are thin (which I personally like) and fit great. I love the colors too, the images here represent the real colors well.I got two of these, one last year one this year and they keep the color even washing repeatedly in hot water.I am 5.5 tall, I got an S and it was right in length but too large so I just washed it in hot water and dried it in the drier at max temperature (I got the 100% cotton one). This way it would get like a XS, which fits a normal size woman.",5,They fit great!!,1334880000,2012-04-20 00:00:00
A1RT9HJWH8PM74,B0000TIIH8,"dmt ""dmt""","[0, 0]",I love timex watches.  The last one I bought lasted about 15 years. It still works but I thought it was time for a new one.  I am female but bought the mens watch because the face it bigger.  I am truly happy with this purchase.,5,Love it.,1334880000,2012-04-20 00:00:00
A3A582ZMCKUYBI,B0000TII00,Beatrice,"[0, 0]",I'm a 50 something woman who loves this watch. Just bought my second. I bought a nice silver and gold 16mm band and had my watch guy change the bands and fit it to my wrist. It looks stunning and quite dressy. I can actually read my watch now. The best part is the illuminated dial. Just push the little button you set the time with and the watch lights up in the dark. They last forever. Love it.,5,Most Excellent Watch,1335052800,2012-04-22 00:00:00
AQYKV5QEAO7P5,B0000DYKET,CLB in Syracuse,"[1, 1]","I've tried other Keen sandals but I've gone back to the tried and true original Newports in leather. Pure comfort from the moment you put them on your feet. Great for walking and hiking....in or out of water. I can wear them all day and my feet stay happy. I prefer the men's size 8 to the women's 9.5 for the wider and deeper toe box. A great sandal that lasts, making it worth the money.",5,ABSOLUTELY THE BEST,1335225600,2012-04-24 00:00:00
A3KPH6TPCEX6BB,B0001ZNZJM,Umar G.,"[1, 1]","Recently purchased this product, and I am satisfied withe the quality of this product. Here's a break down of the pros and cons. One of the best pairs of brief I own and I would say it's arguably better than most Calvin Klein briefs and other competitors.Pros:-Highly comfortable-Durable material-Material maintains it's consistency, shape, and tightness. Doesn't loosen after washing or change in any way.-Quick-drying-Length is perfect-Waist band is comfortable doesn't squeeze or irritate at all.-Smooth durable materialCons:- If there is any, you could argue the price for one pair is a bit high, that's for you to decide.Conclusion: I certainly recommend this product, it's just a very well made product. This product does stand out, it's not like the other products.",5,The Reviews are True...,1335744000,2012-04-30 00:00:00
A3MK1F1Y0SNKAL,B0000C321X,dmvrlv,"[0, 0]","Been wearing these jeans for many years. Nice that one thing doesn't change. As the old saying goes, better is the enemy of good.",5,One thing that doesn't change!!,1336176000,2012-05-05 00:00:00
AHH6C8YE9WLOY,B0000C321X,david,"[0, 0]","To see if you have it checked jean labels that characterizes the levis and if original, and was washed and there were no problems, however you have to iron them as they shrivel to wash .. Overall I recommend it, the order was delivered on time well protected.",5,quality jeans ....,1349395200,2012-05-10 00:00:00
A1CQ5Y7E6WVYL6,B0000E0125,Bike Chick,"[0, 0]",I use this product as a base layer and like to pile other layers on top. This shirt allows my skin to breathe which makes it in my opinion much better than the synthetic base layers.Silk is a very good insulating fabric very lightweight and great to wear under many layers.One thing I have noticed about the top and especially the pants that can be brought separately is that I feel it does not run true to size.I suggest buying one size smaller than the sizing chart implies.,5,Great for a base layer,1352073600,2012-05-11 00:00:00
A3VONQL7YW8UPM,B0001ZNZJM,Geoff Ables,"[0, 0]","Underwear isn't something I would have thought could be much different from one brand to another - but these ExOfficio briefs are great.  I purchased several pairs of these about 5 years ago and they have been great.  Recently, I finally had to purchase some additional pairs.  There was no decision to make - it was right back to ExOfficio.  Although they cost a little more, they are extremely comfortable and last much longer than standard briefs.",5,Raving Fan,1352073600,2012-05-11 00:00:00
A27J2K9RU1JCFE,B00008AALU,"onlineonlyJAG ""OnlineonlyJAG""","[1, 1]",I have purchased opaque tights at local department stores and they did not fit orprovide the opaque look I wanted.  These are perfect in every way.Highly recommend!,5,Perfect,1354665600,2012-05-12 00:00:00
A1YLQO99TA0KV8,B0000ATP8L,Phillies Phan,"[0, 0]","They Looked GREAT, but had to be returned because they were too big.Exchanged for a smaller size Rockport Eureka which is also a great looking shoe.Thus, I would say this world tour shoe is a generous fit.",5,Nice Looking Shoe,1354665600,2012-05-12 00:00:00
A1IOJ3D38A6VK2,B00024QELS,"ktowndiva ""Isadabomb""","[3, 3]","I am in LOVE with these boots! They fit great and are oh-so comfortable. I bought these to wear because they are so versatile and go with absolutely everything. I have worn them with shorts, jeans and they look great with dresses! Now that I own a pair of Ariat boots, I am hooked!!! The only odd thing about the boots is the way they size them. I normally wear a 9.5, but I had to get these in a 9.5 wide because the fit is so narrow.",5,Love them!,1337472000,2012-05-20 00:00:00
A2X56PFXBF4O2K,B0000ZDSDG,CJ,"[1, 2]","I have tried every bra out there from cheap to very expensive.. If you need support and a decent looking bra, this is the bra for you. I am a 50 year old large busted woman who needs support in a bra. I have been professionally fitted and spent $100's of dollars on bras and always kick myself and go back to Bali..After almost 40 years I will not bother with any other bra again. Now I just order a new set of all colors about every 6 months....it can't be beat..",5,PERFECT  bra for 40 years!!!,1337558400,2012-05-21 00:00:00
A1VIHBXWV0W8GS,B0001HKKPW,eagletwo,"[2, 2]","The past month or so, I've really been splurging as much as I can afford to on new bras in my new, 'real' size.  So I've tried out three different brands so far, and my most recent addition to my lingerie drawer has been the Panache Tango II balconette Superbra.  What can I say?  It is absolutely the most comfortable bra I have ever worn.  EVER.  Online, the bra does get mixed reviews--you either love it or you hate it, apparently--and I've read speculations that it all boils down to shape, not size.  Personally, I am ""fuller on the bottom"" and ever-so-slightly wide-set, and the shape I find my Tango II gives me is outstanding.  It has a muted retro vibe going on, I wouldn't call the shape ""pointy"" like some others have, but it's not the round look that is so popular nowadays, either.  I don't mind that.My Tango II in 'nude' was a gamble of a purchase, I thought I might be a different size by Panache standards and I was right--so it fits perfectly!  (Note: The first bra in my 'new' size that I purchased for myself, online and with my eyes closed, was of a brand that runs small in the band.  I ordered a 30 and have been wearing it often, but I read later the brand's 30-sized bands ""fit like 28"" and so suspected I'm really a 28 to most other companies' sizing systems [and up a cup size, of course].  So at least with my Tango II, my musings and additional, awkward self-measuring sessions worked out to my benefit.) I am so happy, it is a well-constructed bra that doesn't dig in, it ""breathes"", and it's lovely to look at and wear.  Granted, I've not worn it yet under a white shirt but under a knit top that can be slightly see-through to other color bras, my Tango II was invisible, even with the pretty embroidery.  So it is highly recommended lingerie, at least by this new Panache fan.",5,Absolutely my best-fitting and most comfortable bra,1337644800,2012-05-22 00:00:00
A11WYHDB1YEZOX,B000074RL3,Jackie-the-Greyhound,"[2, 2]","38DD.  You MUST use the Enell specific sizing chart--as far as I can tell it's not on the Ammy link, so use the website for your measurements!It's Ugly, it squishes, and the fit feels weird at first and did I mention ugly?It's also long lasting, and does what it's supposed to.  Keeps the girls still so I can go running.  I would not wear it for anything but exercise because after I'm done it would get a little uncomfortable.  However, I've done up to 2.5 hrs of running and done sprint triathlons in this bra.There is only one other bra I find as satisfactory (and only discovered it because Enell would not ship to APO/FPO...and in fact would not even ship to a different address to let someone else mail it to me--my BILLING address was FPO and they refused to service that...so don't try and buy this as a gift if you are going through Enell...obviously that was before I could pay for it on Amazon...but I digress).Despite my unhappiness with Enell, I do love the product and I'm vey happy ordering via Amazon has made purchasing this product a viable option again.  Particularly as I start making plans to do another sprint triathlon, this style works very well under my suit.Extremely Highly Recommended for larger busted people who are doing something high impact like running.JTG",5,There Is No Bounce...,1338076800,2012-05-27 00:00:00
A2P4HNYQRZD84I,B0000B35D8,haley,"[0, 0]","I got these for my mom for Christmas, and she loved them. They were a little small, but they are very light. They are a really good everyday earring. The clasps seem very strong, and it seems they will hold up for a long while. I would definitely buy these again!",5,very cute,1328486400,2012-06-02 00:00:00
A3KY01E3DYBEAO,B0000DYNCP,High Mountain Cook,"[0, 0]",Every type of Smartwool sock that I have purchased has been great.  They are true to size and do not shrink.  They last and last too!,5,Smartwool Socks are THE BEST!,1344211200,2012-06-08 00:00:00
A79SIX8WAV6ZF,B0000V9E3S,Verlona Tate,"[1, 1]",These shoes are comfy and fit true to size. Good fit for my wide foot. I have a hard time finding shoes too fit that I can wear all day.,5,Great shoes,1344211200,2012-06-08 00:00:00
APWJMNLW1GLMX,B0001LMRWM,"Liz Wright ""Liz""","[1, 1]","I have loved and worn this style sports bra for years.  When it was time to replace the current crop, I went to my normal bra store, only to discover they were out of it in my size.  On a whim, I checked on Amazon.  They not only had the bra, in my size, but at a cheaper price.  What's not to love?This is a great bra for larger busted women.  It really keeps the girls in place.  And unlike most bras, it doesn't seem to stretch out.  Maybe that's because I don't put them in the dryer.  It also helps that the straps are not elastic.  But there are slots so that they can be adjusted.Fitting note - I find all Natori bras to be true to size.  So, order what you normally wear.",5,Super bra for sports,1349481600,2012-06-10 00:00:00
A119UPKK8J0VWQ,B0000AT7N2,Deadeye,"[0, 0]","I have worn Levi 501 jeans for years but were always annoyed by the waist height aspect of the fit, and weakness in certain seams. Ditto on most brands of khakis, the office rat's jeans.  After purchasing a couple pairs of Carhartt's excellent khakis, I decided to try their jeans.  I have never before had a better fit in a pair of jeans,or a more correct sizing of the waist and inseam.  They are so comfortable my wife has to steal them away to wash them, so I got more of them. I have several Carhartt products and I can assure you they are made for maximum durabilty, value and comfort for the working man.  The relaxed fit version is especially comfortable on horseback because it allows your legs to move without pulling down the waist.  Best ever jeans!!And the best source I found for price and prompt delivery was Amazon.  If they say they have it, you get it quick and well packed.",5,MY NEW BEST FRIEND,1349481600,2012-06-10 00:00:00
AE0QM0TIM23O4,B0001VNCJ4,Joseph Freas,"[3, 3]","I too purchased this satchel in the past, but not from Amazon. About three or four years ago I purchased this satchel from the Montgomeryville Army-Navy store in Montgomery Twp., PA. Priced at a mere $8.99, I grabbed it up right away. This bag is actually a lot more useful than one may give it credit for. I bought it in olive green and removed the shoulder strap, sliced two small holes in the upper rear portion, and sewed in two small olive green loops to blend in with the original material. I then attached it to my rear bicycle rack to be used as a first aid kit. I adorned it with the proper Red Cross emblem and Cadaceus. I liked it so much, I went back and bought another one and likewise did the exact same thing.Sadly to say with other reviewers is that their bag did in fact break, however, (I, usually in question would like to know just what the devil did the user put in it in order for it to break)? Generally, if an individual is wise, they will see the size and dimensions, and the general assumed weight capacity. In other words, don't put a laptop or a bowling ball inside unless you wish for the satchel to collapse on you.I personally recommend the olive drab color, (that is if you're a military enthusiast or historian like myself), but, that of course is just me. The bag is indeed constructed well, the thick canvas supports everyday, necessary items, books, snacks, binoculars or other interesting gear of small size. The rear board inside is thick cardboard and cannot be broken. I did learn from the army-navy store I bought mine from is that some bags are actually constructed with particle board believe it or not.Overall score:  (A+)",5,Previous Purchase at Army-Navy Store,1352160000,2012-06-11 00:00:00
AIYX8VIO0EV13,B0000TIJ4U,John Guarino,"[0, 0]","This easy set alarm Timex is extremely functional for me. The ability to twirl the dial and set the alarm to beep is what I need in my work as a Physical Therapist. It reminds me to check back in a set period of time. Digital watches have too many buttons to push, taking way too long to set an alarm. This analog watch's ability to quickly set an alarm of varying time periods is marvelous. I can't believe Timex is the only manufacturer of this type. It has this model and one that is shinier/dressier. This is the one I wear every day. I hope Timex continues to make these into the far future. If there is one thing I wish Timex would improve on, it is the volume of the alarm. I'm now in my 60s, and of course, losing higher frequencies. The alarm can be difficult for my aging ears to hear if the ambient noise is great. I don't think that this is a defect in the watch. I think it's a defect in me...  :-)",5,Timex Men's T47902 Expedition Easy Set Alarm watch,1352160000,2012-06-11 00:00:00
A1CIGMN879NSA,B00005TQI7,John Hargraves,"[0, 0]","I haven't actually gotten to see the product, but I got a call from my sister-in-law and she told me how much her daughter loves her first purse.  She said she carried it quite often and that it was a perfect gift for a 3 or 4 year old girl!",5,My niece loves it!,1354752000,2012-06-12 00:00:00
AM54IIJJVLW0C,B0000DYKET,Jonathan D. Smith,"[0, 0]","Holding up well, and very comfortable on the feet. This is my second pair of these, the last ones held up for two years and considering the abuse they get I think that's pretty good.",5,Comfortable,1339718400,2012-06-15 00:00:00
