Review_id,Attribute,Score,Reason
246,Durability and Strength,,Durability and Strength are not mentioned in the review.
250,Durability and Strength,,Durability and Strength are not mentioned in the review.
251,Durability and Strength,,Durability and Strength are not mentioned in the review.
252,Durability and Strength,,Durability and Strength are not mentioned in the review.
254,Durability and Strength,,Durability and Strength are not mentioned in the review.
259,Durability and Strength,,Durability and Strength are not mentioned in the review.
262,Durability and Strength,,Not mentioned in the review.
265,Durability and Strength,,Not mentioned in the review.
267,Durability and Strength,,Not mentioned in the review.
269,Durability and Strength,,The material is mentioned but not evaluated for quality or durability.
270,Durability and Strength,,Not mentioned in the review.
271,Durability and Strength,,Not mentioned in the review.
272,Durability and Strength,,Not mentioned in the review.
273,Durability and Strength,,Not mentioned in the review.
275,Durability and Strength,,Not mentioned in the review.
276,Durability and Strength,,Not mentioned in the review.
277,Durability and Strength,,Not mentioned in the review.
280,Durability and Strength,,Not mentioned in the review.
281,Durability and Strength,,Not mentioned in the review.
284,Durability and Strength,,Not mentioned in the review.
286,Durability and Strength,,Not mentioned in the review.
287,Durability and Strength,,Not mentioned in the review.
288,Durability and Strength,,"Not explicitly mentioned, but the brand name 'Pilcro' might imply quality."
290,Durability and Strength,,Not mentioned in the review.
301,Durability and Strength,,Not mentioned in the review.
302,Durability and Strength,,Not mentioned in the review.
303,Durability and Strength,,Not mentioned in the review.
304,Durability and Strength,,Not mentioned in the review.
305,Durability and Strength,,Not mentioned in the review.
307,Durability and Strength,,Not mentioned in the review.
308,Durability and Strength,,Not mentioned in the review.
310,Durability and Strength,,Not mentioned in the review.
78,Durability and Strength,-5,"The zipper broke on the first wear, indicating very poor durability."
78,Durability and Strength,-5,The zipper broke the first time it was worn.
179,Durability and Strength,-5,The material was a 'cheapish poly' and 'the dress was already unraveling when I took it out'.
200,Durability and Strength,-5,"On the third wear, 'the side zipper split wide open'."
203,Durability and Strength,-5,"The reviewer was 'very disappointed in the quality', stating the 'fabric feels cheap, like it will snag easily and will stretch out quickly'."
242,Durability and Strength,-5,"Holes started appearing everywhere after only washing twice, indicating extremely poor durability and quality."
279,Durability and Strength,-5,"The quality is described as really cheap, catching lint like crazy, and having a hem that curls badly."
11,Durability and Strength,-4,The fabric was described as easily ripped with just a pull.
15,Durability and Strength,-4,"The quality was described as terrible, with delicate netting fabric getting stuck in the zipper."
53,Durability and Strength,-4,"The reviewer explicitly stated that the 'material snags easily,' indicating poor durability."
66,Durability and Strength,-4,The fabric is delicate and pilled easily from backpack straps.
85,Durability and Strength,-4,The reviewer was concerned about the material developing holes after some wear and washes.
66,Durability and Strength,-4,"The top is delicate, and the fabric pilled easily."
111,Durability and Strength,-4,The item was described as very thin and of poor quality.
132,Durability and Strength,-4,"The construction was poorly done, with the contrasting liner rolling out at the v-neck and hem."
165,Durability and Strength,-4,"The 'quality probably could be better', the 'buckle fell apart', the 'zipper seems a little weak', and 'it has pilled'."
186,Durability and Strength,-4,"The shirt 'does not have the same quality' as other purchases, being 'see-through and flimsy'."
189,Durability and Strength,-4,"The 'chiffon is very delicate, snagged easily' and there were 'raw edges on the waistband'."
215,Durability and Strength,-4,The reviewer stated 'the quality for the price was not there' and 'lack of quality'.
219,Durability and Strength,-4,"The dress is described as 'very fragile,' requiring careful handling."
309,Durability and Strength,-4,"There is a huge area of distressing that the reviewer expects to turn into a hole, indicating a durability issue."
23,Durability and Strength,-3,"The tulle feels and looks cheap, indicating poor material quality."
34,Durability and Strength,-3,"The reviewer described the wool quality as subpar, super thin, and feeling cheap."
62,Durability and Strength,-3,"The bralette was described as thin and flimsy, offering no support."
53,Durability and Strength,-3,The material snags easily.
74,Durability and Strength,-3,The fabric can snag and pull easily on jewelry or belts.
85,Durability and Strength,-3,The shirt is thin and the reviewer is concerned it could develop holes after wear and washes.
115,Durability and Strength,-3,"The reviewer was very disappointed by the quality, as the fabric looked droopy and laundered."
192,Durability and Strength,-3,"The 'knit is just too thin', which disappoints the reviewer's expectation for sweater weight."
261,Durability and Strength,-3,The reviewer was disappointed with the quality and expects the felted sleeves to pill easily.
312,Durability and Strength,-3,"The zipper catches on the lace, indicating a quality or functional defect."
25,Durability and Strength,-2,"The reviewer expresses concern that the buttons might fall off, although none have yet."
74,Durability and Strength,-2,"The fabric was prone to catching and pulling on sharp jewelry or belts, indicating a potential durability issue."
83,Durability and Strength,-2,"The jacket is not waterproof or heavily insulated, making it unsuitable for heavy winter."
86,Durability and Strength,-2,The material is thin and delicate.
112,Durability and Strength,-2,"The fabric was very thin, though it was partially lined."
133,Durability and Strength,-2,"The top stretched out a little, especially the neckline, and the buttons had trouble staying closed."
161,Durability and Strength,-2,"The buckle at the neckline 'feels very hard and fake', raising concerns about its material."
201,Durability and Strength,-2,The fabric is described as 'thin-ish' and 'a bit translucent'.
216,Durability and Strength,-2,"The material is described as 'all synthetic fabric (boo!)', indicating a negative perception of the material quality."
233,Durability and Strength,-2,The shirt being 'see through' indicates a lack of desired material substance or quality.
289,Durability and Strength,-2,"The sweatshirt doesn't have a lot of structure, which can imply lower quality or lack of robustness."
294,Durability and Strength,-2,"The denim was quite stiff, which the reviewer disliked and would prefer a softer fabric."
206,Durability and Strength,-1,"The 'quality is ok, something I feel I would see at another type of discount store'."
210,Durability and Strength,-1,"The fabric was thinner than expected, which is a slight negative for material substance."
213,Durability and Strength,-1,"The material was not as structured as expected from photos, indicating a slight discrepancy in material quality perception."
255,Durability and Strength,-1,"The reviewer hopes it will shrink after washing, suggesting a concern about material retention or initial oversized state."
260,Durability and Strength,-1,"The item gets looser as it is worn, indicating a slight concern about shape retention over time."
44,Durability and Strength,0,"The fabric is easily stretched, but the reviewer did not mind in this case."
122,Durability and Strength,0,"It looks like it will wrinkle easily, but this does not bother the reviewer."
253,Durability and Strength,0,"The pants are lightweight, but the lack of stretch is a neutral to slightly negative material property regarding flexibility."
139,Durability and Strength,1,The fabric is described as decent.
140,Durability and Strength,1,"The skirt has a bit of weight, suggesting substance."
24,Durability and Strength,2,"The reviewer explicitly states they do not think the dress looks or feels cheap, suggesting good quality."
75,Durability and Strength,2,"The dress is lined, suggesting good quality."
191,Durability and Strength,2,"The reviewer 'love[s] the fabric', implying positive quality."
197,Durability and Strength,2,"The 'material is fabulous', but the reviewer is unsure if it will shrink after washing."
228,Durability and Strength,2,"The material feels really good and is lightweight, but the brand typically 'grows' after wearing, raising a slight concern about shape retention."
13,Durability and Strength,3,The dress was beautifully made and reminiscent of old retailer quality.
18,Durability and Strength,3,"The reviewer noted that the blouse launders well, indicating good quality and durability."
22,Durability and Strength,3,The reviewer states that the quality is definitely there.
28,Durability and Strength,3,The fabric was described as thick and good quality.
80,Durability and Strength,3,"The quality is nice, especially with the lining."
80,Durability and Strength,3,The quality is nice due to the lining.
106,Durability and Strength,3,The shirt is described as well-made.
148,Durability and Strength,3,The fabric is nice.
154,Durability and Strength,3,The top was well stitched.
157,Durability and Strength,3,The skirt is described as 'well-made'.
158,Durability and Strength,3,The suit 'looks to be well made'.
170,Durability and Strength,3,The reviewer implicitly praises the 'fabric and overall quality'.
172,Durability and Strength,3,The romper is 'well-made'.
175,Durability and Strength,3,The skirt 'looks well made'.
176,Durability and Strength,3,The material is 'slightly thinner' than expected but 'washes well'.
190,Durability and Strength,3,The 'quality looks good'.
194,Durability and Strength,3,"The 'fabric is wonderful', implying good quality."
196,Durability and Strength,3,The 'lovely fabric' suggests good quality.
198,Durability and Strength,3,The 'quality is good'.
199,Durability and Strength,3,The item is described as 'well made'.
214,Durability and Strength,3,"The reviewer loves the fabric, indicating satisfaction with the material quality."
218,Durability and Strength,3,"The item is a cotton blend top, which is generally associated with good material quality."
224,Durability and Strength,3,"The dress is lightweight, which is a positive characteristic for its intended use in summer."
230,Durability and Strength,3,"The pants are stretchy enough to fit, which is a positive material property."
232,Durability and Strength,3,The lightweight nature of the pants is a positive attribute for summer wear.
234,Durability and Strength,3,"The jeans are slightly stretchy, indicating a positive material property."
239,Durability and Strength,3,"The material isn't too thick, making it a good lighter layer, which is a positive material characteristic."
241,Durability and Strength,3,The lightweight nature of the pants is a positive attribute for summer wear.
247,Durability and Strength,3,"The reviewer likes the fabric, indicating positive material quality."
256,Durability and Strength,3,"The fabric is soft and 'doesn't wrinkle easy,' indicating good material properties."
278,Durability and Strength,3,"The fullness of the material became softer and looked like the picture after one washing, indicating good material upkeep."
292,Durability and Strength,3,"The stretch in the denim is a positive quality feature, making it less stiff."
296,Durability and Strength,3,"The skirt is lined, suggesting good construction and quality."
306,Durability and Strength,3,"The material is described as a medium to heavy denim, suggesting good quality."
16,Durability and Strength,4,The reviewer described the fabric as sturdy and the item as well made.
84,Durability and Strength,4,The reviewer described the quality as wonderful.
84,Durability and Strength,4,The quality of the top is wonderful.
91,Durability and Strength,4,The dress is very well-made.
95,Durability and Strength,4,The shirt is of great quality.
103,Durability and Strength,4,The top is well constructed.
107,Durability and Strength,4,The reviewer noted it was of great quality.
118,Durability and Strength,4,The quality of the linen fabric is very nice.
126,Durability and Strength,4,The dress is described as extremely well made.
127,Durability and Strength,4,The item felt thick and was of very good quality.
184,Durability and Strength,4,The reviewer describes the quality as 'great quality'.
195,Durability and Strength,4,The dress has 'lining and quality material'.
222,Durability and Strength,4,"The skirt is described as having 'great quality,' indicating good durability and strength."
223,Durability and Strength,4,The light weight of the fabric is highlighted as a positive feature contributing to its quality.
225,Durability and Strength,4,"The 'quality was great,' indicating good durability and strength."
227,Durability and Strength,4,"The top is described as 'nice quality,' indicating good durability and material."
229,Durability and Strength,4,"The fabric is lightweight but not too thin, not see-through, and does not get overly wrinkled, indicating good material quality and durability."
235,Durability and Strength,4,"The quality is described as 'beautiful,' indicating good durability and material."
244,Durability and Strength,4,"The reviewer 'loves the quality' of the shirt, indicating strong positive sentiment for durability and material."
257,Durability and Strength,4,"The fabric is super soft, which is a positive characteristic for material quality."
258,Durability and Strength,4,"The fabric is weighty and lovely, indicating good material quality and substance."
263,Durability and Strength,4,"The material is described as extremely soft, implying good quality of fabric."
264,Durability and Strength,4,The jacket is well made.
268,Durability and Strength,4,The reviewer loves the quality of the jacket.
274,Durability and Strength,4,The dress has nice quality and is expected to last a long time.
282,Durability and Strength,4,"The dress is lined in the skirt and features stretch jersey of the best weight, indicating good material quality."
283,Durability and Strength,4,The shirt is well made.
285,Durability and Strength,4,"The fabric is very soft, indicating good material quality."
291,Durability and Strength,4,"The weight of the denim is sturdy but not stiff, indicating good quality."
293,Durability and Strength,4,"The fabric is very nice, indicating good quality."
295,Durability and Strength,4,The jacket has great quality and is heavy enough without being too heavy.
297,Durability and Strength,4,The denim is high quality.
298,Durability and Strength,4,"The denim is very soft with stretch, unlike other stiff jackets, implying better long-term quality."
300,Durability and Strength,4,The super soft denim and worn-in feel suggest good material quality and finish.
311,Durability and Strength,4,"The fabric is lightweight but not see-through and does not wrinkle a lot, indicating good quality and easy care."
131,Durability and Strength,5,"The item washed well, didn't shrink or need ironing, and is expected to last for years."
135,Durability and Strength,5,The blouse is of unmistakable quality and is expected to last for years.
150,Durability and Strength,5,The quality of the skirt is impeccable.
248,Durability and Strength,5,"The sweater coat is described as 'really nice, substantial, fully lined' and 'quality seems to be very good,' indicating excellent durability."
1,Others,,Not mentioned in the review.
4,Others,,Not mentioned in the review.
12,Others,,Not mentioned in the review.
28,Others,,Not mentioned in the review.
29,Others,,Not mentioned in the review.
31,Others,,Not mentioned in the review.
40,Others,,Not mentioned in the review.
41,Others,,Not mentioned in the review.
43,Others,,Not mentioned in the review.
53,Others,,Not mentioned in the review.
65,Others,,Not mentioned in the review.
66,Others,,Not mentioned in the review.
78,Others,,Not mentioned in the review.
82,Others,,Not mentioned in the review.
53,Others,,Not mentioned in the review
54,Others,,Not mentioned in the review
65,Others,,Not mentioned in the review
66,Others,,Not mentioned in the review
78,Others,,Not mentioned in the review
82,Others,,Not mentioned in the review
96,Others,,Not mentioned in the review
104,Others,,Not mentioned in the review
110,Others,,Not mentioned in the review
117,Others,,Not mentioned in the review
121,Others,,Not mentioned in the review
129,Others,,Not mentioned in the review
130,Others,,Not mentioned in the review
134,Others,,Not mentioned in the review
135,Others,,Not mentioned in the review
141,Others,,Not mentioned in the review
144,Others,,Not mentioned in the review
154,Others,,Not mentioned in the review
156,Others,,Not mentioned in the review.
157,Others,,Not mentioned in the review.
162,Others,,Not mentioned in the review.
164,Others,,Not mentioned in the review.
165,Others,,Not mentioned in the review.
173,Others,,Not mentioned in the review.
178,Others,,Not mentioned in the review.
192,Others,,Not mentioned in the review.
197,Others,,Not mentioned in the review.
199,Others,,Not mentioned in the review.
203,Others,,Not mentioned in the review.
219,Others,,No other attributes are mentioned in the review.
269,Others,,Not mentioned in the review.
288,Others,,Not mentioned in the review.
292,Others,,Not mentioned in the review.
303,Others,,Not mentioned in the review.
304,Others,,Not mentioned in the review.
305,Others,,Not mentioned in the review.
115,Others,-5,"The reviewer received a pre-owned, stained, and laundered item with no tag, which was highly disappointing."
225,Others,-5,"The inseam was advertised as 28 inches but was more like 38 inches, making them way too long and requiring hemming."
6,Others,-4,"The dress overwhelmed the reviewer's small frame due to its long and full skirt, leading to a return."
23,Others,-4,"The product was not pullover styling as expected, having a side zipper that made it impossible to wear, leading to a return."
69,Others,-4,"The back buttons were difficult to fasten, which led to the item's return."
70,Others,-4,"The strange fit, with straps not staying up and a weird under-breast fit, made the top impractical."
72,Others,-4,"The top ran very large on the reviewer, making the fit unflattering and difficult to size for an average person."
77,Others,-4,"The dress had a poor fit in the bust and waist, could not be altered, and was returned."
80,Others,-4,The dry clean only requirement is inconvenient and unsuitable for a casual summer dress.
62,Others,-4,"The bralette is thin and flimsy, providing no support even for a B cup."
70,Others,-4,"The item had a strange and weird fit, with straps that would not stay up."
72,Others,-4,"The crop top had an unflattering and weird cut, running huge on the reviewer."
89,Others,-4,"The item was huge and extremely wide even in XXS petite, leading to a return."
98,Others,-4,"The top was huge, shapeless, and lacked support, leading to a return."
111,Others,-4,The reviewer returned it very quickly due to dissatisfaction.
119,Others,-4,"The fitting was awkward, tight across the chest despite sizing up, and the shoulder cut was very narrow, leading to a return."
126,Others,-4,"The dress fit poorly for tall, busty, and curvier individuals, with the arm/shoulder part being large and bulky."
155,Others,-4,"The top had a poor fit, hitting above the belly button, was very low cut, and was not suitable for petite women or wearing without a jacket."
158,Others,-4,The reviewer was 'gutted' due to a significant 'sizing issue' where the suit did not fit over the hips.
161,Others,-4,"The coat did not fit well, being 'perfect in the shoulders but once it flares out at the bottom', it was unflattering."
179,Others,-4,"The 'fit is a mess', it was 'overall too large', and the 'waistline curves up in the front'."
185,Others,-4,The sweater was 'much wider in the middle than pictured' and 'will not work for me' due to its unflattering fit.
189,Others,-4,The fit was problematic as size 10 was 'too small for 36D bust' and size 12 was 'big in the waist'.
195,Others,-4,"The 'dress ran very large in every way' and the reviewer 'should have sized down 2 sizes', and the item is now sold out."
201,Others,-4,"The reviewer 'got a small and was still swimming in it', indicating a poor fit."
205,Others,-4,"The 'chest area is too big', 'waist is elastic and also too big', and it might be 'too short-waisted' for the reviewer's height."
206,Others,-4,"This brand 'runs really small in the waist', leading to a tight and uncomfortable fit."
208,Others,-4,The skirt 'runs small in the waist' and the length/material of the larger size 'became overwhelming' on the reviewer.
215,Others,-4,"The fit was fine, but the overall disappointment in quality and color led to a return."
217,Others,-4,"The item runs extremely small and could barely be pulled up, indicating a significant sizing issue."
230,Others,-4,"The 32-inch inseam on petite pants with buttons meant they couldn't be hemmed, making them too long for the reviewer's 27-inch inseam."
233,Others,-4,"The fit on the underarm area was problematic even in petite size, and the shirt was see-through, leading to a return."
242,Others,-4,"The reviewer is bummed due to the severe durability issue, despite initially loving the dress."
244,Others,-4,"The small size was way too big, requiring sizing down 'a couple of sizes,' indicating a significant sizing issue."
245,Others,-4,"The capris were 'super tight fitting' even after sizing up, indicating a severe sizing and fit issue due to the cut/fabric."
256,Others,-4,"The top runs very big, with the reviewer 'drowning in it,' indicating a significant sizing issue requiring to size down."
258,Others,-4,"The skirt runs very small, even in a larger size, leading to difficulty breathing, indicating a significant sizing issue."
259,Others,-4,"The item has 'zero waist' and looks like 'a bunch of extra fabric,' leading to a return due to poor fit and cut."
287,Others,-4,"The top runs extremely wide and boxy, even in an XXS, leading to a return."
2,Others,-3,The initial size was outrageously small and the reordered size was only 'just ok'.
8,Others,-3,"The top was a bit big and loose with long sleeves, and it was not available in petite or XXS."
11,Others,-3,"The dress ran small and was very tight, leading to a return."
16,Others,-3,"The item's fit was completely unsuitable for the reviewer's body shape, specifically in the waist and hips."
26,Others,-3,"The dress was too long and had sizing issues, leading to its return."
27,Others,-3,"The coat shipped weeks late and was not true to size, with a poor fit and button placement issues."
34,Others,-3,"The item was on backorder for three months, arrived as a huge disappointment, and was made in China."
55,Others,-3,"The 'armholes are a bit oversized' and it 'didn't look great on me,' ultimately leading the reviewer to 'decided to return' it, despite being 'great for warmer climates.'"
57,Others,-3,The bra fits okay but has zero support and is not recommended for larger chested ladies.
62,Others,-3,The item provided no support and was only suitable for lounging due to its flimsiness.
83,Others,-3,"The color was inaccurately pictured, and the jacket was not suitable for heavy winter as it's not waterproof or heavily insulated."
69,Others,-3,"The back buttons are difficult to manage, leading to a return."
71,Others,-3,The top has a massive babydoll A-line shape that was not expected and made it too wide.
77,Others,-3,"The bust and waist were too big, and the lace material made alterations difficult, leading to a return."
80,Others,-3,"The normal size fit fine, but the dry clean only care instructions are impractical for a casual summer dress."
97,Others,-3,"The fit was okay, but the top was shapeless and unflattering, leading to a return."
100,Others,-3,"The buttons kept slipping out, and the shirt was a bit snug in the upper arms, leading to a return."
107,Others,-3,"The shirt ran small and was too short, leading to a poor fit for the reviewer."
125,Others,-3,The reviewer returned the item.
127,Others,-3,"The color representation was inaccurate, as the 'dark orange' was actually mud brown."
132,Others,-3,"The fit was unflattering for the reviewer's body type, and the item required dry cleaning, which was a negative."
138,Others,-3,"The shirt was too wide and too short, making it appear as though it had shrunk."
142,Others,-3,"The top ran very short and was too tight to be worn off the shoulder as advertised, leading to potential return."
152,Others,-3,"The skirt runs small, and even sizing up did not prevent it from being a little snug."
160,Others,-3,"The top 'ran a little big' and was 'lower cut than I thought it would be', making it 'not work appropriate'."
175,Others,-3,The skirt 'runs small' and even when sized up 'it still wasn't flattering'.
181,Others,-3,"The item 'was a bit long' and made the reviewer 'look a little lost', and the correct 'petite' size was sold out."
186,Others,-3,"The bottom 'hangs in an odd rumpled way', and the fabric is 'see-through' implying a need for a cami."
191,Others,-3,"The 'base is wider than the picture shows' and is 'significantly wider at the hips', making it different from the online representation."
209,Others,-3,"The color description was inaccurate ('soft pink is not pink it is peach'), requiring a return or dye attempt."
210,Others,-3,"The reviewer returned it because it was made for women with a long torso and shorter shoulders, indicating a poor fit."
212,Others,-3,"The fit is strange, with a very small waist, and it is longer than expected, indicating sizing and length issues."
216,Others,-3,"The dress runs true to size or small, the bodice was tight, and it has a 'dreadful' side zip, indicating sizing and ease-of-use issues."
226,Others,-3,"The regular length was significantly too long for the reviewer, who is 5'3"", indicating a sizing issue for petites."
238,Others,-3,"The reviewer may not keep the item because it is less flattering, indicating overall dissatisfaction."
240,Others,-3,"The large armholes cause the sleeves to pull against the arms, which is a significant design flaw affecting wearability."
247,Others,-3,"The item runs small and was too tight, indicating a sizing issue."
250,Others,-3,"The item runs at least a full size small, indicating a significant sizing issue."
253,Others,-3,"The pants run a bit small and don't stretch, requiring sizing up one size, indicating a sizing issue."
255,Others,-3,"The item runs big, requiring sizing down and hoping it will shrink, indicating a sizing issue."
263,Others,-3,The fit was short and boxy for the reviewer's body type.
267,Others,-3,"The dress was quite big on the reviewer's waist and required alterations, and the smaller size was sold out."
268,Others,-3,The jacket was too short for the reviewer and they wished it came in tall sizes.
309,Others,-3,"The reviewer had to return the first size and is unable to keep the second due to a product defect, and there's no local store."
312,Others,-3,"The dress runs very large, requiring a size down from the reviewer's usual size."
7,Others,-2,The item was a little baggy and the smallest size (XS) was not available in petite.
14,Others,-2,"The dress was noted to be running big, affecting its fit."
15,Others,-2,"The reviewer mentioned the dress runs small, suggesting others might need to size up."
17,Others,-2,The length and large leg opening contributed to an unflattering fit for the reviewer's height and body type.
32,Others,-2,The reviewer noted that the brand typically runs small for them.
33,Others,-2,The reviewer considers the need for dry cleaning a downside.
42,Others,-2,The reviewer experienced a tight fit across the chest and would size up.
67,Others,-2,"The sizing ran large, with a lot of extra fabric at the chest."
71,Others,-2,"The XS size was much larger than expected based on measurements, leading to an undesirable fit."
84,Others,-2,The reviewer wished for a petite size as the current size was a touch big at the shoulders and neckline.
55,Others,-2,"The armholes were a bit oversized and the top didn't look great on the reviewer, leading to a return."
57,Others,-2,It fits okay but offers zero support and is not recommended for larger-chested ladies.
84,Others,-2,"The top is a touch big at the shoulders and neckline, and the reviewer wishes it came in petite sizing."
86,Others,-2,There was a lot more material on the bottom half than shown in the photo.
88,Others,-2,"The XS size looked huge with a lot of fabric, and the reviewer would order petite for a better fit."
90,Others,-2,"The fit was okay, but the back was too long and the front too short, lacking a tailored look."
95,Others,-2,"The shirt lacks versatility, as it doesn't work with various other clothing items."
105,Others,-2,The item runs big and might not work for petite individuals.
106,Others,-2,"The color was darker and different from the photo, which disappointed the reviewer."
139,Others,-2,"The coat ran true to shirt size, but the reviewer needed to size up to accommodate layers for winter, leading to a return."
146,Others,-2,"The top ran big, and the reviewer found the fit snug and not right, even in XS."
147,Others,-2,"The skirt was too big for the reviewer, and the smaller sizes were sold out."
171,Others,-2,The reviewer 'had to size up because the waist band was a little tight'.
176,Others,-2,"The 'armholes are slightly large and you can see part of my bra', requiring a tank underneath."
190,Others,-2,"The reviewer had to size up, as their usual size was 'unbearably tight' and size 4 was a 'snug fit'."
213,Others,-2,"The initial fit was very tight and did not fall nicely, leading to a return for a larger size."
228,Others,-2,"The item felt too tight in the usual size, leading to uncertainty about keeping it or sizing up."
231,Others,-2,"The reviewer had to size down to XXS as their usual XS was too large, indicating it runs big."
235,Others,-2,"The top runs very generous, and the sizing is off, requiring an exchange for a smaller size."
236,Others,-2,"The calves were feeling tight, indicating a specific fit issue."
251,Others,-2,"The reviewer had to get the pants hemmed and lost a bottom button in the process, indicating issues with length and alteration."
252,Others,-2,"The fit was a little large, requiring alteration, indicating a sizing issue."
260,Others,-2,"It fits snug initially and then gets looser, and the reviewer 'definitely should have gotten a large,' indicating a sizing issue."
285,Others,-2,The reviewer had to alter the top to remove fullness and wished it was a little longer.
289,Others,-2,The reviewer is returning the sweatshirt due to its unflattering appearance and lack of structure.
294,Others,-2,"The jacket ran surprisingly small, requiring sizing up for comfortable movement."
60,Others,-1,"The bra could be a little more supportive, though it provides some support."
74,Others,-1,"The top runs a little large, requiring sizing down for a more tailored fit."
75,Others,-1,"The reviewer needed to size down to achieve a more fitting look, indicating the dress might run large."
81,Others,-1,"The reviewer, a petite, found the dress needed hemming as it did not come in petite sizes and hit below the knee."
58,Others,-1,"The tank fit well, but the reviewer is returning it because the front was not a good look."
60,Others,-1,The bralette could be a little more supportive.
101,Others,-1,The low neckline requires wearing a cami underneath to prevent exposure.
112,Others,-1,"The fit was generally good, but the side slit and hemline were too high, leading to the decision to return."
128,Others,-1,"The coat runs a little large, and the reviewer might have preferred a smaller size."
133,Others,-1,"It had a 'jammie top' feel, suggesting it might not be suitable for its intended purpose."
137,Others,-1,"The vest was slightly too low to hit the reviewer's natural waist, though it still looked good tied."
153,Others,-1,"Despite the fit being fine, the reviewer simply did not like the item and decided not to keep it."
102,Others,0,Sizing for this brand can be inconsistent; the shirt was a bit big but still looked great.
108,Others,0,"The item was oversized and very long, though described as cozy."
140,Others,0,The reviewer sized down for a better fit.
22,Others,1,"The dress is mostly true to size, with a minor personal fit adjustment mentioned."
30,Others,1,"The sweater has a practical fit, although it is cropped and boxy as part of its style."
35,Others,1,"The long length was a bonus for a tall reviewer, but the front gaps and needs something underneath."
83,Others,1,"The jacket is a bit bulky, but the waist tie helps, and it has a removable feature."
151,Others,1,"The pictures did not do the skirt justice, implying it looked better in person."
214,Others,1,"The fit was fine, but the reviewer could have sized down for a more snug fit, and loved the length."
293,Others,1,"The culottes fit well despite a sizing compromise due to stock, but require specific styling (short or tucked-in shirt)."
9,Others,2,"The dress ran a little snug in the bust requiring the reviewer to size up, but it resulted in a very flattering fit."
13,Others,2,The dress was true to size and fell just above the knee without riding up.
21,Others,2,"The fit is nice, although the regular length is a little long, which is a minor issue."
44,Others,2,The reviewer found the size 0 provided a nice oversized fit for their preference.
68,Others,2,"Despite running a little large, the reviewer found a perfect petite size and length."
64,Others,2,The top is lightweight.
67,Others,2,"The size L worked well, though there was a lot of extra fabric at the chest."
74,Others,2,"The top runs a little large, so sizing down is recommended for a tailored fit."
76,Others,2,"Despite having more fabric than expected, the top was still cute and flattering on a petite frame."
81,Others,2,"The size 4 fit despite not being petite, though the reviewer plans to hem it for a better length."
91,Others,2,"The dress fits well, but the material has no give making it difficult to zip up."
92,Others,2,"The top is on the short side and the fabric does not stretch, but it fits true to size for most."
103,Others,2,"The top fits nicely, being a little on the big side but looking better that way."
109,Others,2,"The shirt fit true to size, though it was a slight bit tight in the shoulders."
123,Others,2,"The fabric drapes nicely, accommodating a large chest, though the neckline was slightly higher than expected."
149,Others,2,"Sizing was mostly true to size with perfect length, though slightly tight in the waist for the reviewer."
168,Others,2,"It is 'perfect for the mild fall weather in Texas', indicating good seasonal suitability."
184,Others,2,It offers 'great fit' but only 'if you size up' because it 'runs small'.
194,Others,2,"It 'fit well', although it 'was a bit longer than anticipated'."
204,Others,2,It's versatile 'to wear with leggings or ultra skinny jeans' and with 'a cami underneath and a pretty scarf'.
243,Others,2,"The reviewer ordered a size up but should have ordered their own size as it was loose, indicating it runs true to size, and they recommend them."
262,Others,2,"The fit is great and it is versatile, but the desired size/color was out of stock."
265,Others,2,"The reviewer ordered the dress in both colors, indicating high satisfaction."
271,Others,2,"The reviewer's daughter likes the top, and it is considered good for casual wear."
275,Others,2,"It's not baggy but a little short, and the reviewer sized up to achieve a looser fit, which worked well."
278,Others,2,"The top runs true to size overall but is slightly tight in the arms, requiring some consideration for sizing."
296,Others,2,"The hem falls well at specific lengths on the reviewer, indicating good length options."
301,Others,2,"The dress has a great fit overall, but the reviewer has a concern about the extra fabric in the back for their height."
302,Others,2,"The jacket runs a little small, requiring the reviewer to size up from their usual size for a great fit."
2,Others,3,The reviewer loved the length and fit despite the dress being petite.
5,Others,3,The reviewer appreciated the perfect length for wearing with leggings.
18,Others,3,"The blouse fits great and drapes perfectly, making it versatile for various styling options."
19,Others,3,"The small size fit the reviewer great, indicating a positive experience with sizing."
24,Others,3,"The dress fits true to size and has a good length, although it is a little high-waisted."
37,Others,3,"The skirt is versatile, able to span seasons and be paired with many tops."
39,Others,3,The reviewer stated that the sizing is accurate.
45,Others,3,The reviewer found that the small size fit well.
51,Others,3,"The top 'fits well,' indicating a positive aspect regarding size and fit, but the color issue prevented purchase."
54,Others,3,"The seam 'adds a little bit of ruching that helps hide my belly,' indicating a positive aspect related to fit and flattery."
58,Others,3,The tank top fit well.
64,Others,3,The top is great for specific seasonal styling with white jeans.
76,Others,3,The reviewer found the fit cute despite the fabric volume but advises checking the size chart.
79,Others,3,"The chosen size fit perfectly for the reviewer, though it wears a little long and is slightly tight in the arms."
85,Others,3,"The shirt received in the typical size fit perfectly, and the length was fine."
51,Others,3,The top fits well.
63,Others,3,The length was just right for the reviewer's torso.
73,Others,3,"The item works well for a short torso, and the long zipper makes it easy to get on and off."
75,Others,3,Sizing down improved the fit and style of the dress.
79,Others,3,"The small size was perfect, though it wears a little long and drapey."
87,Others,3,"The size 2 was the right fit, which was surprising given the reviewer's usual size."
113,Others,3,The reviewer found the top ran true to size or even generously.
114,Others,3,The dress runs true to size.
116,Others,3,The item totally worked for the reviewer.
